day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;1700;VEV_5300;48;21;;;;;51;21;;;;;49.5;0.0
1;1700;VEV_5400;17;21;;;;;18;10;19;11;;;17.5;0.0
1;1700;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;1700;HYDROGEL_PACK;9958;12;9955;28;;;9974;12;9976;28;;;9966.0;0.0
1;1700;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
1;1700;VEV_4000;1241;11;1238;22;;;1262;11;1264;22;;;1251.5;0.0
1;1700;VEV_5000;254;31;;;;;260;7;261;24;;;257.0;0.0
1;1700;VEV_4500;743;7;741;24;;;759;7;761;24;;;751.0;0.0
1;1700;VEV_5500;8;21;;;;;9;21;;;;;8.5;0.0
1;1700;VELVETFRUIT_EXTRACT;5249;24;5248;37;;;5254;61;;;;;5251.5;0.0
1;1800;VEV_5500;7;16;;;;;9;16;;;;;8.0;0.0
1;1800;VEV_4000;1240;12;1238;30;;;1261;12;1264;30;;;1250.5;0.0
1;1800;VEV_5100;167;33;;;;;172;33;;;;;169.5;0.0
1;1800;VEV_5200;98;10;97;23;;;101;33;;;;;99.5;0.0
1;1800;VEV_5300;48;16;;;;;50;16;;;;;49.0;0.0
1;1800;VEV_4500;743;10;741;23;;;759;10;761;23;;;751.0;0.0
1;1800;VEV_5400;17;16;;;;;18;16;;;;;17.5;0.0
1;1800;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
1;1800;HYDROGEL_PACK;9957;13;9955;23;;;9973;13;9976;23;;;9965.0;0.0
1;1800;VEV_6000;0;16;;;;;1;16;;;;;0.5;0.0
1;1800;VEV_5000;254;10;253;23;;;260;33;;;;;257.0;0.0
1;1800;VELVETFRUIT_EXTRACT;5248;52;;;;;5253;18;5254;34;;;5250.5;0.0
1;1900;VEV_4500;743;9;741;12;;;759;9;761;12;;;751.0;0.0
1;1900;VEV_5500;7;24;;;;;9;24;;;;;8.0;0.0
1;1900;VELVETFRUIT_EXTRACT;5248;74;;;;;5253;24;5254;50;;;5250.5;0.0
1;1900;VEV_5100;167;21;;;;;172;21;;;;;169.5;0.0
1;1900;VEV_5200;98;9;97;12;;;101;21;;;;;99.5;0.0
1;1900;VEV_5300;48;24;;;;;50;24;;;;;49.0;0.0
1;1900;VEV_5400;17;24;;;;;18;24;;;;;17.5;0.0
1;1900;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
1;1900;HYDROGEL_PACK;9953;14;9951;30;;;9969;14;9972;30;;;9961.0;0.0
1;1900;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
1;1900;VEV_4000;1240;15;1238;29;;;1261;15;1264;29;;;1250.5;0.0
1;1900;VEV_5000;254;9;253;12;;;260;21;;;;;257.0;0.0
1;2000;HYDROGEL_PACK;9955;15;9953;21;;;9971;15;9973;21;;;9963.0;0.0
1;2000;VEV_6000;0;29;;;;;1;29;;;;;0.5;0.0
1;2000;VEV_5000;253;10;252;24;;;259;10;260;24;;;256.0;0.0
1;2000;VELVETFRUIT_EXTRACT;5250;8;5248;16;5247;42;5253;58;;;;;5251.5;0.0
1;2000;VEV_5500;7;29;;;;;9;29;;;;;8.0;0.0
1;2000;VEV_4000;1240;12;1237;25;;;1261;12;1263;25;;;1250.5;0.0
1;2000;VEV_5100;167;34;;;;;171;10;172;24;;;169.0;0.0
1;2000;VEV_5200;97;34;;;;;100;10;101;24;;;98.5;0.0
1;2000;VEV_5300;48;29;;;;;50;29;;;;;49.0;0.0
1;2000;VEV_4500;742;10;740;24;;;758;10;760;24;;;750.0;0.0
1;2000;VEV_5400;17;29;;;;;18;29;;;;;17.5;0.0
1;2000;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
1;2100;VEV_5100;167;8;166;15;;;171;8;172;15;;;169.0;0.0
1;2100;VEV_5200;97;23;;;;;100;23;;;;;98.5;0.0
1;2100;VEV_5300;48;25;;;;;50;25;;;;;49.0;0.0
1;2100;VEV_5400;17;25;;;;;18;25;;;;;17.5;0.0
1;2100;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;2100;HYDROGEL_PACK;9952;13;9950;26;;;9968;13;9971;26;;;9960.0;0.0
1;2100;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
1;2100;VEV_4000;1239;10;1237;21;;;1260;10;1263;21;;;1249.5;0.0
1;2100;VEV_5000;253;8;252;15;;;259;8;260;15;;;256.0;0.0
1;2100;VEV_5500;7;25;;;;;9;25;;;;;8.0;0.0
1;2100;VEV_4500;742;8;740;15;;;758;8;760;15;;;750.0;0.0
1;2100;VELVETFRUIT_EXTRACT;5247;57;;;;;5253;57;;;;;5250.0;0.0
1;2200;VEV_5500;7;22;;;;;8;8;9;14;;;7.5;0.0
1;2200;VEV_4500;741;8;739;14;;;757;8;759;14;;;749.0;0.0
1;2200;VEV_4000;1238;12;1236;26;;;1259;12;1262;26;;;1248.5;0.0
1;2200;VEV_5100;166;8;165;14;;;170;8;171;14;;;168.0;0.0
1;2200;VEV_5200;96;22;;;;;99;8;100;14;;;97.5;0.0
1;2200;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
1;2200;VEV_5300;47;22;;;;;49;8;50;14;;;48.0;0.0
1;2200;VEV_5400;17;22;;;;;18;22;;;;;17.5;0.0
1;2200;VELVETFRUIT_EXTRACT;5246;64;;;;;5251;22;5252;42;;;5248.5;0.0
1;2200;HYDROGEL_PACK;9954;11;9951;20;;;9970;11;9972;20;;;9962.0;0.0
1;2200;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
1;2200;VEV_5000;252;8;251;14;;;258;22;;;;;255.0;0.0
1;2300;VELVETFRUIT_EXTRACT;5247;24;5246;37;;;5252;61;;;;;5249.5;0.0
1;2300;VEV_5500;7;26;;;;;9;26;;;;;8.0;0.0
1;2300;VEV_4500;741;7;739;21;;;757;7;759;21;;;749.0;0.0
1;2300;VEV_4000;1239;8;1236;24;;;1260;8;1262;24;;;1249.5;0.0
1;2300;VEV_5100;166;28;;;;;171;28;;;;;168.5;0.0
1;2300;VEV_5200;97;28;;;;;100;28;;;;;98.5;0.0
1;2300;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;2300;VEV_5300;48;6;47;20;;;50;26;;;;;49.0;0.0
1;2300;VEV_5400;17;26;;;;;18;26;;;;;17.5;0.0
1;2300;HYDROGEL_PACK;9953;11;9950;22;;;9969;11;9971;22;;;9961.0;0.0
1;2300;VEV_5000;252;28;;;;;258;7;259;21;;;255.0;0.0
1;2300;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
1;2400;VELVETFRUIT_EXTRACT;5248;23;5247;35;;;5253;58;;;;;5250.5;0.0
1;2400;HYDROGEL_PACK;9954;13;9952;20;;;9970;13;9972;20;;;9962.0;0.0
1;2400;VEV_5000;253;12;252;17;;;259;12;260;17;;;256.0;0.0
1;2400;VEV_6000;0;17;;;;;1;17;;;;;0.5;0.0
1;2400;VEV_5500;7;17;;;;;9;17;;;;;8.0;0.0
1;2400;VEV_4500;742;12;740;17;;;758;12;760;17;;;750.0;0.0
1;2400;VEV_4000;1240;7;1237;17;;;1261;7;1263;17;;;1250.5;0.0
1;2400;VEV_5100;167;29;;;;;171;12;172;17;;;169.0;0.0
1;2400;VEV_5200;97;29;;;;;100;12;101;17;;;98.5;0.0
1;2400;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
1;2400;VEV_5300;48;17;;;;;50;17;;;;;49.0;0.0
1;2400;VEV_5400;17;17;;;;;18;17;;;;;17.5;0.0
1;2500;VEV_4000;1241;11;1238;21;;;1262;11;1264;21;;;1251.5;0.0
1;2500;VEV_5100;168;27;;;;;172;11;173;16;;;170.0;0.0
1;2500;VEV_5200;98;27;;;;;101;27;;;;;99.5;0.0
1;2500;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
1;2500;VEV_5300;48;24;;;;;50;8;51;16;;;49.0;0.0
1;2500;VEV_5400;17;24;;;;;19;24;;;;;18.0;0.0
1;2500;HYDROGEL_PACK;9951;11;9949;21;;;9967;11;9970;21;;;9959.0;0.0
1;2500;VEV_5000;254;11;253;16;;;260;11;261;16;;;257.0;0.0
1;2500;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
1;2500;VELVETFRUIT_EXTRACT;5249;23;5248;39;;;5254;62;;;;;5251.5;0.0
1;2500;VEV_5500;8;24;;;;;9;24;;;;;8.5;0.0
1;2500;VEV_4500;743;11;741;16;;;759;11;761;16;;;751.0;0.0
1;2600;VEV_5500;7;24;;;;;9;24;;;;;8.0;0.0
1;2600;VEV_4500;741;10;739;17;;;757;10;759;17;;;749.0;0.0
1;2600;VEV_4000;1238;10;1236;16;;;1259;10;1262;16;;;1248.5;0.0
1;2600;VEV_5100;166;27;;;;;170;10;171;17;;;168.0;0.0
1;2600;VEV_5200;97;10;96;17;;;100;27;;;;;98.5;0.0
1;2600;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0
1;2600;VEV_5300;47;24;;;;;50;24;;;;;48.5;0.0
1;2600;VEV_5400;17;24;;;;;18;24;;;;;17.5;0.0
1;2600;VELVETFRUIT_EXTRACT;5246;68;;;;;5252;68;;;;;5249.0;0.0
1;2600;HYDROGEL_PACK;9951;10;9948;29;;;9967;10;9969;29;;;9959.0;0.0
1;2600;VEV_5000;252;10;251;17;;;258;10;259;17;;;255.0;0.0
1;2600;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
1;2700;VELVETFRUIT_EXTRACT;5246;49;;;;;5251;19;5252;30;;;5248.5;0.0
1;2700;VEV_4500;741;9;739;24;;;757;9;759;24;;;749.0;0.0
1;2700;VEV_5500;7;20;;;;;9;20;;;;;8.0;0.0
1;2700;VEV_4000;1238;14;1236;19;;;1259;14;1262;19;;;1248.5;0.0
1;2700;VEV_5200;97;9;96;24;;;100;33;;;;;98.5;0.0
1;2700;VEV_5100;166;33;;;;;170;9;171;24;;;168.0;0.0
1;2700;VEV_5400;17;20;;;;;18;20;;;;;17.5;0.0
1;2700;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
1;2700;VEV_5300;47;20;;;;;50;20;;;;;48.5;0.0
1;2700;HYDROGEL_PACK;9950;10;9947;21;;;9966;10;9968;21;;;9958.0;0.0
1;2700;VEV_5000;252;9;251;24;;;258;9;259;24;;;255.0;0.0
1;2700;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
1;2800;VELVETFRUIT_EXTRACT;5246;51;;;;;5251;17;5252;34;;;5248.5;0.0
1;2800;HYDROGEL_PACK;9949;14;9947;27;;;9965;14;9968;27;;;9957.0;0.0
1;2800;VEV_5000;252;6;251;19;;;258;25;;;;;255.0;0.0
1;2800;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
1;2800;VEV_4500;741;6;739;19;;;757;6;759;19;;;749.0;0.0
1;2800;VEV_5500;7;25;;;;;8;25;;;;;7.5;0.0
1;2800;VEV_4000;1238;14;1236;23;;;1259;14;1262;23;;;1248.5;0.0
1;2800;VEV_5200;96;25;;;;;99;6;100;19;;;97.5;0.0
1;2800;VEV_5100;166;6;165;19;;;170;6;171;19;;;168.0;0.0
