timestamp,symbol,side,price,quantity
28200,ASH_COATED_OSMIUM,SELL,10007.0,5
28800,ASH_COATED_OSMIUM,BUY,9992.0,10
28800,INTARIAN_PEPPER_ROOT,SELL,13035.0,4
29000,ASH_COATED_OSMIUM,BUY,9990.0,6
29300,INTARIAN_PEPPER_ROOT,BUY,13025.0,4
34000,INTARIAN_PEPPER_ROOT,BUY,13028.0,4
36200,ASH_COATED_OSMIUM,BUY,9995.0,3
36900,ASH_COATED_OSMIUM,BUY,9993.0,3
37600,ASH_COATED_OSMIUM,SELL,10010.0,9
38500,ASH_COATED_OSMIUM,SELL,10007.0,9
41700,ASH_COATED_OSMIUM,SELL,10009.0,8
43100,ASH_COATED_OSMIUM,BUY,9994.0,2
43300,ASH_COATED_OSMIUM,SELL,10008.0,6
44700,ASH_COATED_OSMIUM,BUY,9995.0,2
44800,ASH_COATED_OSMIUM,BUY,9999.0,4
45300,ASH_COATED_OSMIUM,BUY,10000.0,6
48200,ASH_COATED_OSMIUM,BUY,9996.0,2
48400,ASH_COATED_OSMIUM,BUY,9996.0,8
49400,ASH_COATED_OSMIUM,SELL,10009.0,5
51300,ASH_COATED_OSMIUM,BUY,9994.0,9
53200,INTARIAN_PEPPER_ROOT,SELL,13059.0,4
53700,ASH_COATED_OSMIUM,SELL,10005.0,7
54000,ASH_COATED_OSMIUM,BUY,9997.0,6
54300,ASH_COATED_OSMIUM,SELL,10010.0,4
54800,ASH_COATED_OSMIUM,SELL,10010.0,10
56400,ASH_COATED_OSMIUM,SELL,10007.0,9
57000,ASH_COATED_OSMIUM,SELL,10007.0,6
57200,ASH_COATED_OSMIUM,BUY,9998.0,5
57800,ASH_COATED_OSMIUM,BUY,9998.0,8
59600,ASH_COATED_OSMIUM,SELL,10014.0,7
59600,INTARIAN_PEPPER_ROOT,BUY,13055.0,4
62600,ASH_COATED_OSMIUM,SELL,10012.0,5
65600,ASH_COATED_OSMIUM,SELL,10003.0,1
65700,ASH_COATED_OSMIUM,SELL,10007.0,7
65800,ASH_COATED_OSMIUM,SELL,10013.0,2
66400,ASH_COATED_OSMIUM,SELL,10003.0,2
68500,ASH_COATED_OSMIUM,BUY,10000.0,6
68500,INTARIAN_PEPPER_ROOT,SELL,13078.0,7
68700,ASH_COATED_OSMIUM,BUY,9981.0,5
69100,ASH_COATED_OSMIUM,BUY,10000.0,5
69300,ASH_COATED_OSMIUM,SELL,10014.0,6
69600,ASH_COATED_OSMIUM,SELL,10005.0,3
69800,ASH_COATED_OSMIUM,SELL,10021.0,7
71000,INTARIAN_PEPPER_ROOT,SELL,13077.0,7
71100,ASH_COATED_OSMIUM,BUY,10000.0,9
72900,ASH_COATED_OSMIUM,BUY,9999.0,3
73400,INTARIAN_PEPPER_ROOT,BUY,13078.0,7
73800,ASH_COATED_OSMIUM,BUY,9999.0,5
74400,INTARIAN_PEPPER_ROOT,BUY,13070.0,4
75900,ASH_COATED_OSMIUM,SELL,10004.0,5
76000,ASH_COATED_OSMIUM,BUY,9981.0,5
76200,ASH_COATED_OSMIUM,BUY,9998.0,7
77000,INTARIAN_PEPPER_ROOT,SELL,13083.0,3
78100,ASH_COATED_OSMIUM,SELL,10008.0,9
78200,ASH_COATED_OSMIUM,SELL,10008.0,9
79700,ASH_COATED_OSMIUM,SELL,10007.0,6
82300,INTARIAN_PEPPER_ROOT,BUY,13078.0,3
87400,ASH_COATED_OSMIUM,BUY,9999.0,7
87800,INTARIAN_PEPPER_ROOT,BUY,13082.0,3
89300,ASH_COATED_OSMIUM,SELL,10004.0,4
90600,INTARIAN_PEPPER_ROOT,SELL,13097.0,5
91300,ASH_COATED_OSMIUM,SELL,10008.0,3
92400,INTARIAN_PEPPER_ROOT,BUY,13086.0,5
93300,ASH_COATED_OSMIUM,BUY,9994.0,2
95200,ASH_COATED_OSMIUM,SELL,10011.0,2
96900,ASH_COATED_OSMIUM,BUY,9995.0,5
97300,ASH_COATED_OSMIUM,BUY,9995.0,3
98200,ASH_COATED_OSMIUM,SELL,10003.0,7
101700,ASH_COATED_OSMIUM,BUY,10000.0,9
104200,ASH_COATED_OSMIUM,SELL,10005.0,5
105400,ASH_COATED_OSMIUM,BUY,9996.0,5
107200,ASH_COATED_OSMIUM,SELL,10002.0,5
108000,ASH_COATED_OSMIUM,SELL,10002.0,4
108600,INTARIAN_PEPPER_ROOT,SELL,13110.0,5
110100,INTARIAN_PEPPER_ROOT,BUY,13106.0,4
111100,ASH_COATED_OSMIUM,SELL,10005.0,1
112000,INTARIAN_PEPPER_ROOT,BUY,13108.0,1
112200,INTARIAN_PEPPER_ROOT,SELL,13118.0,4
113900,ASH_COATED_OSMIUM,BUY,9994.0,5
115300,ASH_COATED_OSMIUM,SELL,10009.0,5
115900,ASH_COATED_OSMIUM,BUY,9994.0,5
116000,ASH_COATED_OSMIUM,BUY,9994.0,2
116400,ASH_COATED_OSMIUM,BUY,9998.0,7
116500,ASH_COATED_OSMIUM,BUY,9998.0,8
119900,INTARIAN_PEPPER_ROOT,BUY,13114.0,4
122800,ASH_COATED_OSMIUM,SELL,10009.0,3
123100,ASH_COATED_OSMIUM,SELL,10007.0,2
123700,ASH_COATED_OSMIUM,BUY,9993.0,6
124300,ASH_COATED_OSMIUM,BUY,9992.0,2
124500,ASH_COATED_OSMIUM,BUY,10000.0,3
125200,ASH_COATED_OSMIUM,SELL,10009.0,4
128900,ASH_COATED_OSMIUM,BUY,9991.0,3
130700,INTARIAN_PEPPER_ROOT,SELL,13140.0,7
131300,INTARIAN_PEPPER_ROOT,BUY,13127.0,5
134000,INTARIAN_PEPPER_ROOT,BUY,13130.0,2
134300,ASH_COATED_OSMIUM,SELL,10011.0,3
136900,ASH_COATED_OSMIUM,BUY,9996.0,6
138500,INTARIAN_PEPPER_ROOT,SELL,13145.0,7
142000,ASH_COATED_OSMIUM,SELL,10012.0,6
142700,ASH_COATED_OSMIUM,SELL,10011.0,8
144500,INTARIAN_PEPPER_ROOT,BUY,13140.0,5
145800,ASH_COATED_OSMIUM,BUY,9999.0,7
146700,INTARIAN_PEPPER_ROOT,BUY,13142.0,2
146900,INTARIAN_PEPPER_ROOT,SELL,13153.0,4
147700,ASH_COATED_OSMIUM,SELL,10002.0,2
148300,INTARIAN_PEPPER_ROOT,BUY,13144.0,4
149000,ASH_COATED_OSMIUM,SELL,10012.0,5
149900,ASH_COATED_OSMIUM,SELL,10006.0,9
153400,INTARIAN_PEPPER_ROOT,SELL,13159.0,6
153700,ASH_COATED_OSMIUM,SELL,10005.0,5
153700,INTARIAN_PEPPER_ROOT,SELL,13160.0,5
153800,ASH_COATED_OSMIUM,SELL,10005.0,2
154500,INTARIAN_PEPPER_ROOT,BUY,13157.0,5
155000,ASH_COATED_OSMIUM,BUY,10000.0,5
155100,ASH_COATED_OSMIUM,BUY,10000.0,5
158200,ASH_COATED_OSMIUM,SELL,10011.0,3
158700,ASH_COATED_OSMIUM,SELL,10012.0,6
158900,ASH_COATED_OSMIUM,SELL,10003.0,1
160500,INTARIAN_PEPPER_ROOT,SELL,13167.0,3
164000,INTARIAN_PEPPER_ROOT,BUY,13160.0,5
164200,INTARIAN_PEPPER_ROOT,BUY,13158.0,4
165100,ASH_COATED_OSMIUM,BUY,10000.0,2
167900,ASH_COATED_OSMIUM,SELL,10009.0,2
168000,INTARIAN_PEPPER_ROOT,SELL,13177.0,6
168700,INTARIAN_PEPPER_ROOT,SELL,13175.0,7
169400,INTARIAN_PEPPER_ROOT,BUY,13176.0,8
170400,ASH_COATED_OSMIUM,BUY,10000.0,2
171300,INTARIAN_PEPPER_ROOT,BUY,13162.0,5
174700,ASH_COATED_OSMIUM,SELL,10008.0,2
179600,INTARIAN_PEPPER_ROOT,SELL,13186.0,7
179800,INTARIAN_PEPPER_ROOT,BUY,13170.0,6
183400,INTARIAN_PEPPER_ROOT,SELL,13189.0,5
185800,INTARIAN_PEPPER_ROOT,BUY,13180.0,4
188800,INTARIAN_PEPPER_ROOT,BUY,13184.0,2
191400,INTARIAN_PEPPER_ROOT,SELL,13201.0,5
192600,INTARIAN_PEPPER_ROOT,BUY,13188.0,3
193100,ASH_COATED_OSMIUM,BUY,10000.0,5
194400,INTARIAN_PEPPER_ROOT,BUY,13190.0,2
194600,ASH_COATED_OSMIUM,BUY,9999.0,2
195400,ASH_COATED_OSMIUM,SELL,10014.0,6
197200,ASH_COATED_OSMIUM,SELL,10006.0,1
197400,INTARIAN_PEPPER_ROOT,SELL,13203.0,3
200200,ASH_COATED_OSMIUM,BUY,10000.0,8
201800,INTARIAN_PEPPER_ROOT,SELL,13208.0,5
202900,ASH_COATED_OSMIUM,BUY,9994.0,2
203800,INTARIAN_PEPPER_ROOT,BUY,13198.0,3
204600,ASH_COATED_OSMIUM,SELL,10009.0,4
204900,ASH_COATED_OSMIUM,BUY,9995.0,4
205200,ASH_COATED_OSMIUM,BUY,9994.0,4
206800,INTARIAN_PEPPER_ROOT,BUY,13202.0,5
210400,ASH_COATED_OSMIUM,SELL,10002.0,4
211300,ASH_COATED_OSMIUM,SELL,10011.0,10
214000,ASH_COATED_OSMIUM,BUY,9998.0,10
214100,ASH_COATED_OSMIUM,SELL,10002.0,5
214300,ASH_COATED_OSMIUM,SELL,10012.0,2
216200,ASH_COATED_OSMIUM,SELL,10002.0,3
219700,INTARIAN_PEPPER_ROOT,SELL,13226.0,3
221800,INTARIAN_PEPPER_ROOT,BUY,13217.0,3
231200,ASH_COATED_OSMIUM,BUY,9991.0,3
231900,INTARIAN_PEPPER_ROOT,SELL,13238.0,3
232700,ASH_COATED_OSMIUM,BUY,9997.0,2
234200,ASH_COATED_OSMIUM,SELL,10003.0,5
236500,ASH_COATED_OSMIUM,BUY,9994.0,9
236900,INTARIAN_PEPPER_ROOT,BUY,13231.0,3
238400,ASH_COATED_OSMIUM,SELL,10002.0,2
238500,INTARIAN_PEPPER_ROOT,SELL,13245.0,6
238800,INTARIAN_PEPPER_ROOT,BUY,13233.0,4
239400,INTARIAN_PEPPER_ROOT,BUY,13235.0,2
239600,ASH_COATED_OSMIUM,BUY,9989.0,5
240400,ASH_COATED_OSMIUM,BUY,9993.0,4
241000,ASH_COATED_OSMIUM,BUY,9998.0,4
243100,INTARIAN_PEPPER_ROOT,SELL,13253.0,7
243300,ASH_COATED_OSMIUM,BUY,9998.0,5
243900,ASH_COATED_OSMIUM,BUY,9995.0,9
247000,ASH_COATED_OSMIUM,BUY,9996.0,4
247100,ASH_COATED_OSMIUM,SELL,10002.0,9
247600,INTARIAN_PEPPER_ROOT,SELL,13254.0,3
248300,INTARIAN_PEPPER_ROOT,BUY,13244.0,5
249300,ASH_COATED_OSMIUM,BUY,9981.0,5
251200,INTARIAN_PEPPER_ROOT,BUY,13247.0,5
253200,ASH_COATED_OSMIUM,BUY,9990.0,5
254500,ASH_COATED_OSMIUM,BUY,9999.0,2
254600,ASH_COATED_OSMIUM,BUY,9999.0,5
256800,ASH_COATED_OSMIUM,BUY,9992.0,5
257800,ASH_COATED_OSMIUM,BUY,9992.0,2
258900,ASH_COATED_OSMIUM,SELL,10006.0,2
259000,ASH_COATED_OSMIUM,BUY,10000.0,5
259700,ASH_COATED_OSMIUM,BUY,10000.0,5
261200,ASH_COATED_OSMIUM,BUY,9991.0,3
262300,INTARIAN_PEPPER_ROOT,SELL,13268.0,5
264400,ASH_COATED_OSMIUM,BUY,9993.0,3
268600,ASH_COATED_OSMIUM,SELL,10004.0,2
269200,ASH_COATED_OSMIUM,BUY,9987.0,6
269300,INTARIAN_PEPPER_ROOT,BUY,13265.0,5
270600,ASH_COATED_OSMIUM,BUY,9990.0,3
272500,ASH_COATED_OSMIUM,BUY,9999.0,5
273700,ASH_COATED_OSMIUM,SELL,10004.0,3
276900,ASH_COATED_OSMIUM,BUY,9996.0,8
280000,ASH_COATED_OSMIUM,BUY,9994.0,7
280300,ASH_COATED_OSMIUM,SELL,10004.0,8
283600,ASH_COATED_OSMIUM,BUY,9994.0,4
285200,ASH_COATED_OSMIUM,SELL,10002.0,6
285300,ASH_COATED_OSMIUM,BUY,9989.0,10
286600,ASH_COATED_OSMIUM,BUY,9997.0,2
288300,ASH_COATED_OSMIUM,BUY,9993.0,6
288700,INTARIAN_PEPPER_ROOT,SELL,13295.0,7
291500,INTARIAN_PEPPER_ROOT,BUY,13285.0,4
294800,INTARIAN_PEPPER_ROOT,BUY,13285.0,3
295700,ASH_COATED_OSMIUM,SELL,10002.0,7
296700,ASH_COATED_OSMIUM,BUY,9993.0,6
298600,ASH_COATED_OSMIUM,BUY,9989.0,6
298600,ASH_COATED_OSMIUM,SELL,10003.0,6
298700,ASH_COATED_OSMIUM,SELL,10003.0,6
300700,ASH_COATED_OSMIUM,SELL,10005.0,6
300800,INTARIAN_PEPPER_ROOT,SELL,13307.0,3
300900,ASH_COATED_OSMIUM,BUY,9998.0,2
303500,ASH_COATED_OSMIUM,BUY,9997.0,2
303500,ASH_COATED_OSMIUM,BUY,9989.0,8
303800,ASH_COATED_OSMIUM,BUY,9997.0,2
304800,ASH_COATED_OSMIUM,SELL,10003.0,5
305000,ASH_COATED_OSMIUM,BUY,9981.0,5
305800,INTARIAN_PEPPER_ROOT,SELL,13312.0,6
307100,ASH_COATED_OSMIUM,BUY,9996.0,8
308200,ASH_COATED_OSMIUM,BUY,9992.0,6
308400,ASH_COATED_OSMIUM,SELL,10006.0,4
308600,ASH_COATED_OSMIUM,BUY,9992.0,5
309100,ASH_COATED_OSMIUM,BUY,9992.0,3
310800,ASH_COATED_OSMIUM,BUY,9992.0,4
313400,ASH_COATED_OSMIUM,BUY,9993.0,5
314500,INTARIAN_PEPPER_ROOT,BUY,13310.0,4
315200,ASH_COATED_OSMIUM,BUY,9994.0,3
316300,INTARIAN_PEPPER_ROOT,BUY,13310.0,4
318000,INTARIAN_PEPPER_ROOT,BUY,13312.0,1
318400,ASH_COATED_OSMIUM,BUY,9999.0,6
318400,INTARIAN_PEPPER_ROOT,SELL,13325.0,6
319400,INTARIAN_PEPPER_ROOT,SELL,13329.0,5
322400,ASH_COATED_OSMIUM,SELL,10005.0,4
322600,INTARIAN_PEPPER_ROOT,BUY,13313.0,3
323600,ASH_COATED_OSMIUM,SELL,10010.0,5
323800,ASH_COATED_OSMIUM,SELL,10013.0,2
325300,ASH_COATED_OSMIUM,BUY,9995.0,6
325700,ASH_COATED_OSMIUM,BUY,9995.0,6
326500,ASH_COATED_OSMIUM,SELL,10010.0,5
327100,INTARIAN_PEPPER_ROOT,BUY,13321.0,6
327500,INTARIAN_PEPPER_ROOT,SELL,13337.0,4
327900,ASH_COATED_OSMIUM,BUY,9996.0,3
328500,ASH_COATED_OSMIUM,SELL,10011.0,5
328500,INTARIAN_PEPPER_ROOT,BUY,13324.0,4
329500,INTARIAN_PEPPER_ROOT,BUY,13323.0,2
332200,INTARIAN_PEPPER_ROOT,SELL,13338.0,7
332300,INTARIAN_PEPPER_ROOT,SELL,13338.0,6
333100,ASH_COATED_OSMIUM,SELL,10002.0,7
333100,INTARIAN_PEPPER_ROOT,BUY,13329.0,4
334900,ASH_COATED_OSMIUM,SELL,10011.0,6
335300,INTARIAN_PEPPER_ROOT,BUY,13331.0,3
335900,ASH_COATED_OSMIUM,BUY,9999.0,4
336300,ASH_COATED_OSMIUM,SELL,10008.0,2
337700,ASH_COATED_OSMIUM,SELL,10009.0,8
338500,ASH_COATED_OSMIUM,SELL,10003.0,8
339500,ASH_COATED_OSMIUM,SELL,10008.0,5
339900,ASH_COATED_OSMIUM,BUY,9992.0,3
340800,INTARIAN_PEPPER_ROOT,SELL,13347.0,4
341100,INTARIAN_PEPPER_ROOT,SELL,13347.0,6
341500,ASH_COATED_OSMIUM,SELL,10006.0,5
341500,ASH_COATED_OSMIUM,SELL,10011.0,4
341900,ASH_COATED_OSMIUM,SELL,10002.0,3
342000,INTARIAN_PEPPER_ROOT,BUY,13337.0,6
343200,ASH_COATED_OSMIUM,BUY,9997.0,2
343500,INTARIAN_PEPPER_ROOT,SELL,13351.0,4
344200,INTARIAN_PEPPER_ROOT,BUY,13349.0,4
344700,ASH_COATED_OSMIUM,BUY,9996.0,3
346100,ASH_COATED_OSMIUM,BUY,9996.0,3
346900,ASH_COATED_OSMIUM,BUY,9997.0,5
346900,ASH_COATED_OSMIUM,SELL,10011.0,10
348800,ASH_COATED_OSMIUM,BUY,9996.0,5
348900,ASH_COATED_OSMIUM,SELL,10002.0,4
348900,INTARIAN_PEPPER_ROOT,SELL,13355.0,3
349300,INTARIAN_PEPPER_ROOT,BUY,13351.0,12
349600,ASH_COATED_OSMIUM,SELL,10010.0,3
349700,ASH_COATED_OSMIUM,BUY,10000.0,9
350000,INTARIAN_PEPPER_ROOT,BUY,13340.0,1
350400,ASH_COATED_OSMIUM,BUY,9996.0,5
351600,INTARIAN_PEPPER_ROOT,SELL,13358.0,7
353300,INTARIAN_PEPPER_ROOT,BUY,13347.0,7
353400,ASH_COATED_OSMIUM,SELL,10010.0,5
354700,ASH_COATED_OSMIUM,BUY,9993.0,5
355700,ASH_COATED_OSMIUM,BUY,9994.0,5
357500,ASH_COATED_OSMIUM,BUY,9999.0,10
359000,ASH_COATED_OSMIUM,SELL,10021.0,5
363900,ASH_COATED_OSMIUM,SELL,10003.0,4
363900,INTARIAN_PEPPER_ROOT,SELL,13370.0,3
364400,ASH_COATED_OSMIUM,SELL,10003.0,3
364900,INTARIAN_PEPPER_ROOT,BUY,13360.0,3
365600,ASH_COATED_OSMIUM,SELL,10008.0,5
365800,ASH_COATED_OSMIUM,SELL,10014.0,4
366900,ASH_COATED_OSMIUM,BUY,9999.0,6
367100,ASH_COATED_OSMIUM,BUY,9981.0,2
367400,ASH_COATED_OSMIUM,SELL,10003.0,2
368400,ASH_COATED_OSMIUM,SELL,10014.0,10
369900,ASH_COATED_OSMIUM,SELL,10015.0,4
370800,ASH_COATED_OSMIUM,SELL,10005.0,2
371300,INTARIAN_PEPPER_ROOT,SELL,13377.0,6
371600,ASH_COATED_OSMIUM,SELL,10021.0,5
371700,ASH_COATED_OSMIUM,SELL,10006.0,2
372000,ASH_COATED_OSMIUM,SELL,10015.0,8
372800,INTARIAN_PEPPER_ROOT,BUY,13367.0,6
375300,ASH_COATED_OSMIUM,SELL,10012.0,6
376100,ASH_COATED_OSMIUM,SELL,10002.0,4
378300,ASH_COATED_OSMIUM,BUY,9981.0,4
379700,ASH_COATED_OSMIUM,BUY,9999.0,6
382000,ASH_COATED_OSMIUM,SELL,10013.0,6
382500,ASH_COATED_OSMIUM,SELL,10003.0,2
383900,ASH_COATED_OSMIUM,SELL,10012.0,7
384200,ASH_COATED_OSMIUM,BUY,9997.0,10
385300,ASH_COATED_OSMIUM,SELL,10005.0,9
386900,ASH_COATED_OSMIUM,BUY,9997.0,5
387800,ASH_COATED_OSMIUM,SELL,10002.0,4
389100,ASH_COATED_OSMIUM,SELL,10007.0,7
389400,ASH_COATED_OSMIUM,SELL,10012.0,3
389500,ASH_COATED_OSMIUM,BUY,9998.0,6
390100,ASH_COATED_OSMIUM,SELL,10012.0,5
391000,ASH_COATED_OSMIUM,SELL,10012.0,6
391800,ASH_COATED_OSMIUM,SELL,10003.0,3
392000,ASH_COATED_OSMIUM,SELL,10012.0,8
392500,ASH_COATED_OSMIUM,SELL,10003.0,5
394600,ASH_COATED_OSMIUM,BUY,9997.0,7
394800,ASH_COATED_OSMIUM,SELL,10002.0,5
394900,ASH_COATED_OSMIUM,SELL,10002.0,5
396100,ASH_COATED_OSMIUM,BUY,9998.0,5
396800,ASH_COATED_OSMIUM,BUY,9998.0,4
397500,INTARIAN_PEPPER_ROOT,SELL,13404.0,6
398400,INTARIAN_PEPPER_ROOT,BUY,13394.0,6
398600,ASH_COATED_OSMIUM,SELL,10006.0,8
399000,ASH_COATED_OSMIUM,SELL,10002.0,2
400000,ASH_COATED_OSMIUM,SELL,10007.0,9
400500,ASH_COATED_OSMIUM,SELL,10002.0,3
404000,ASH_COATED_OSMIUM,SELL,10004.0,7
404000,ASH_COATED_OSMIUM,BUY,10000.0,5
404000,INTARIAN_PEPPER_ROOT,SELL,13410.0,4
404700,INTARIAN_PEPPER_ROOT,SELL,13411.0,5
405000,ASH_COATED_OSMIUM,BUY,9997.0,5
405300,ASH_COATED_OSMIUM,SELL,10004.0,5
408100,ASH_COATED_OSMIUM,SELL,10004.0,5
408600,ASH_COATED_OSMIUM,SELL,10008.0,6
409700,INTARIAN_PEPPER_ROOT,BUY,13403.0,5
413600,ASH_COATED_OSMIUM,BUY,9999.0,7
415600,ASH_COATED_OSMIUM,BUY,9992.0,9
416800,ASH_COATED_OSMIUM,BUY,9992.0,8
419500,ASH_COATED_OSMIUM,BUY,9990.0,9
420400,ASH_COATED_OSMIUM,BUY,9993.0,4
423800,ASH_COATED_OSMIUM,SELL,10004.0,7
424700,ASH_COATED_OSMIUM,BUY,9996.0,6
425100,ASH_COATED_OSMIUM,SELL,10010.0,4
428300,ASH_COATED_OSMIUM,BUY,9994.0,3
428300,ASH_COATED_OSMIUM,SELL,10013.0,5
429300,ASH_COATED_OSMIUM,BUY,9996.0,2
430200,ASH_COATED_OSMIUM,BUY,9997.0,8
430900,INTARIAN_PEPPER_ROOT,SELL,13437.0,5
431200,INTARIAN_PEPPER_ROOT,SELL,13437.0,4
431900,ASH_COATED_OSMIUM,BUY,9997.0,5
434600,INTARIAN_PEPPER_ROOT,BUY,13437.0,9
434700,ASH_COATED_OSMIUM,BUY,9997.0,5
435300,INTARIAN_PEPPER_ROOT,BUY,13431.0,4
435500,ASH_COATED_OSMIUM,SELL,10010.0,9
438500,ASH_COATED_OSMIUM,SELL,10007.0,5
440500,INTARIAN_PEPPER_ROOT,SELL,13450.0,5
441700,INTARIAN_PEPPER_ROOT,SELL,13448.0,3
444100,INTARIAN_PEPPER_ROOT,SELL,13450.0,3
444300,INTARIAN_PEPPER_ROOT,BUY,13440.0,7
445400,INTARIAN_PEPPER_ROOT,SELL,13452.0,6
446800,ASH_COATED_OSMIUM,SELL,10004.0,6
446800,ASH_COATED_OSMIUM,SELL,10009.0,9
446900,INTARIAN_PEPPER_ROOT,SELL,13453.0,6
447000,ASH_COATED_OSMIUM,BUY,9995.0,6
450900,ASH_COATED_OSMIUM,SELL,10007.0,2
451500,INTARIAN_PEPPER_ROOT,BUY,13454.0,6
453500,INTARIAN_PEPPER_ROOT,BUY,13449.0,8
455200,INTARIAN_PEPPER_ROOT,BUY,13451.0,2
455700,ASH_COATED_OSMIUM,SELL,10004.0,5
456000,ASH_COATED_OSMIUM,BUY,9991.0,4
456400,ASH_COATED_OSMIUM,BUY,10000.0,5
457400,ASH_COATED_OSMIUM,BUY,9991.0,3
457500,ASH_COATED_OSMIUM,BUY,10000.0,2
459100,ASH_COATED_OSMIUM,BUY,9991.0,2
462600,ASH_COATED_OSMIUM,BUY,9992.0,6
463300,ASH_COATED_OSMIUM,BUY,9992.0,10
463800,ASH_COATED_OSMIUM,BUY,9981.0,10
464000,ASH_COATED_OSMIUM,BUY,9992.0,6
465100,ASH_COATED_OSMIUM,SELL,10007.0,3
465400,INTARIAN_PEPPER_ROOT,SELL,13472.0,7
467400,INTARIAN_PEPPER_ROOT,SELL,13475.0,3
468000,INTARIAN_PEPPER_ROOT,BUY,13463.0,3
468600,ASH_COATED_OSMIUM,SELL,10006.0,2
468800,ASH_COATED_OSMIUM,BUY,9996.0,9
469300,INTARIAN_PEPPER_ROOT,BUY,13465.0,6
469600,INTARIAN_PEPPER_ROOT,BUY,13465.0,1
471600,ASH_COATED_OSMIUM,BUY,9994.0,4
472300,ASH_COATED_OSMIUM,SELL,10007.0,3
472800,ASH_COATED_OSMIUM,BUY,9997.0,8
473900,ASH_COATED_OSMIUM,BUY,9997.0,9
474700,INTARIAN_PEPPER_ROOT,SELL,13481.0,4
475000,ASH_COATED_OSMIUM,BUY,9997.0,7
475600,ASH_COATED_OSMIUM,BUY,9996.0,8
477700,INTARIAN_PEPPER_ROOT,BUY,13471.0,4
480200,ASH_COATED_OSMIUM,BUY,9988.0,6
480900,ASH_COATED_OSMIUM,BUY,9988.0,6
481100,ASH_COATED_OSMIUM,BUY,9997.0,2
481600,ASH_COATED_OSMIUM,BUY,9989.0,4
481800,ASH_COATED_OSMIUM,SELL,10003.0,3
482000,ASH_COATED_OSMIUM,BUY,9988.0,7
482300,ASH_COATED_OSMIUM,SELL,10003.0,3
482600,INTARIAN_PEPPER_ROOT,SELL,13489.0,4
483000,ASH_COATED_OSMIUM,BUY,9988.0,5
483100,ASH_COATED_OSMIUM,SELL,10002.0,5
483200,INTARIAN_PEPPER_ROOT,BUY,13477.0,4
484300,ASH_COATED_OSMIUM,BUY,9996.0,3
487400,ASH_COATED_OSMIUM,BUY,9995.0,5
488100,ASH_COATED_OSMIUM,BUY,9984.0,5
488600,ASH_COATED_OSMIUM,BUY,9996.0,5
488800,ASH_COATED_OSMIUM,BUY,9987.0,7
489200,ASH_COATED_OSMIUM,BUY,9992.0,5
490000,ASH_COATED_OSMIUM,BUY,9997.0,5
490100,ASH_COATED_OSMIUM,BUY,9997.0,1
494600,ASH_COATED_OSMIUM,SELL,10004.0,3
495700,ASH_COATED_OSMIUM,BUY,9988.0,3
499500,ASH_COATED_OSMIUM,SELL,10002.0,3
502900,ASH_COATED_OSMIUM,BUY,9990.0,3
506100,ASH_COATED_OSMIUM,SELL,10021.0,2
508500,ASH_COATED_OSMIUM,BUY,9992.0,2
