timestamp,symbol,buyer,seller,price,quantity,currency
44700,ASH_COATED_OSMIUM,SUBMISSION,,9995.0,2,XIRECS
44800,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,4,XIRECS
45300,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,6,XIRECS
47700,INTARIAN_PEPPER_ROOT,,,13043.0,4,XIRECS
48200,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,2,XIRECS
48400,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,8,XIRECS
49400,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,5,XIRECS
49600,INTARIAN_PEPPER_ROOT,,,13043.0,3,XIRECS
49800,INTARIAN_PEPPER_ROOT,,,13045.0,3,XIRECS
51300,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,9,XIRECS
53200,INTARIAN_PEPPER_ROOT,,SUBMISSION,13059.0,4,XIRECS
53700,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,7,XIRECS
54000,ASH_COATED_OSMIUM,SUBMISSION,,9997.0,6,XIRECS
54300,ASH_COATED_OSMIUM,,SUBMISSION,10010.0,4,XIRECS
54800,ASH_COATED_OSMIUM,,SUBMISSION,10010.0,10,XIRECS
56400,ASH_COATED_OSMIUM,,SUBMISSION,10007.0,9,XIRECS
57000,ASH_COATED_OSMIUM,,SUBMISSION,10007.0,6,XIRECS
57200,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,5,XIRECS
57800,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,8,XIRECS
59000,ASH_COATED_OSMIUM,,,9998.0,6,XIRECS
59600,ASH_COATED_OSMIUM,,SUBMISSION,10014.0,7,XIRECS
59600,INTARIAN_PEPPER_ROOT,SUBMISSION,,13055.0,4,XIRECS
61200,ASH_COATED_OSMIUM,,,9999.0,4,XIRECS
62600,ASH_COATED_OSMIUM,,SUBMISSION,10012.0,5,XIRECS
65600,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,1,XIRECS
65600,ASH_COATED_OSMIUM,,,10003.0,4,XIRECS
65700,ASH_COATED_OSMIUM,,SUBMISSION,10007.0,7,XIRECS
65700,INTARIAN_PEPPER_ROOT,,,13061.0,8,XIRECS
65800,ASH_COATED_OSMIUM,,SUBMISSION,10013.0,2,XIRECS
66100,INTARIAN_PEPPER_ROOT,,,13059.0,7,XIRECS
66400,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,2,XIRECS
68300,INTARIAN_PEPPER_ROOT,,,13061.0,6,XIRECS
68500,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,6,XIRECS
68500,INTARIAN_PEPPER_ROOT,,SUBMISSION,13078.0,7,XIRECS
68700,ASH_COATED_OSMIUM,SUBMISSION,,9981.0,5,XIRECS
69100,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
69300,ASH_COATED_OSMIUM,,SUBMISSION,10014.0,6,XIRECS
69600,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,3,XIRECS
69800,ASH_COATED_OSMIUM,,SUBMISSION,10021.0,7,XIRECS
71000,INTARIAN_PEPPER_ROOT,,SUBMISSION,13077.0,7,XIRECS
71100,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,9,XIRECS
72900,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,3,XIRECS
73400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13078.0,7,XIRECS
73800,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,5,XIRECS
74400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13070.0,4,XIRECS
75900,ASH_COATED_OSMIUM,,SUBMISSION,10004.0,5,XIRECS
76000,ASH_COATED_OSMIUM,SUBMISSION,,9981.0,5,XIRECS
76200,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,7,XIRECS
77000,INTARIAN_PEPPER_ROOT,,SUBMISSION,13083.0,3,XIRECS
78100,ASH_COATED_OSMIUM,,SUBMISSION,10008.0,9,XIRECS
78200,ASH_COATED_OSMIUM,,SUBMISSION,10008.0,9,XIRECS
79700,ASH_COATED_OSMIUM,,SUBMISSION,10007.0,6,XIRECS
82300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13078.0,3,XIRECS
82300,ASH_COATED_OSMIUM,,,10016.0,2,XIRECS
83600,ASH_COATED_OSMIUM,,,10000.0,7,XIRECS
86900,ASH_COATED_OSMIUM,,,10010.0,8,XIRECS
87400,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,7,XIRECS
87800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13082.0,3,XIRECS
89300,ASH_COATED_OSMIUM,,SUBMISSION,10004.0,4,XIRECS
90600,INTARIAN_PEPPER_ROOT,,SUBMISSION,13097.0,5,XIRECS
91100,INTARIAN_PEPPER_ROOT,,,13095.0,6,XIRECS
91300,ASH_COATED_OSMIUM,,SUBMISSION,10008.0,3,XIRECS
92400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13086.0,5,XIRECS
93300,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,2,XIRECS
95200,ASH_COATED_OSMIUM,,SUBMISSION,10011.0,2,XIRECS
96800,ASH_COATED_OSMIUM,,,10009.0,6,XIRECS
96900,ASH_COATED_OSMIUM,SUBMISSION,,9995.0,5,XIRECS
97300,ASH_COATED_OSMIUM,SUBMISSION,,9995.0,3,XIRECS
98200,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,7,XIRECS
99500,INTARIAN_PEPPER_ROOT,,,13092.0,3,XIRECS
101700,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,9,XIRECS
104200,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,5,XIRECS
104400,INTARIAN_PEPPER_ROOT,,,13108.0,6,XIRECS
105400,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,5,XIRECS
107200,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,5,XIRECS
108000,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,4,XIRECS
108600,INTARIAN_PEPPER_ROOT,,SUBMISSION,13110.0,5,XIRECS
110100,INTARIAN_PEPPER_ROOT,SUBMISSION,,13106.0,4,XIRECS
111100,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,1,XIRECS
112000,INTARIAN_PEPPER_ROOT,SUBMISSION,,13108.0,1,XIRECS
112200,INTARIAN_PEPPER_ROOT,,SUBMISSION,13118.0,4,XIRECS
113900,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,5,XIRECS
115300,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,5,XIRECS
115900,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,5,XIRECS
116000,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,2,XIRECS
116400,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,7,XIRECS
116500,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,8,XIRECS
119900,INTARIAN_PEPPER_ROOT,SUBMISSION,,13114.0,4,XIRECS
122800,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,3,XIRECS
123100,ASH_COATED_OSMIUM,,SUBMISSION,10007.0,2,XIRECS
123500,INTARIAN_PEPPER_ROOT,,,13116.0,5,XIRECS
123700,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,6,XIRECS
124300,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,2,XIRECS
124500,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,3,XIRECS
125200,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,4,XIRECS
128900,ASH_COATED_OSMIUM,SUBMISSION,,9991.0,3,XIRECS
129500,INTARIAN_PEPPER_ROOT,,,13122.0,3,XIRECS
130700,INTARIAN_PEPPER_ROOT,,SUBMISSION,13140.0,7,XIRECS
131300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13127.0,5,XIRECS
134000,INTARIAN_PEPPER_ROOT,SUBMISSION,,13130.0,2,XIRECS
134300,ASH_COATED_OSMIUM,,SUBMISSION,10011.0,3,XIRECS
135500,INTARIAN_PEPPER_ROOT,,,13131.0,7,XIRECS
136900,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,6,XIRECS
138500,INTARIAN_PEPPER_ROOT,,SUBMISSION,13145.0,7,XIRECS
140100,INTARIAN_PEPPER_ROOT,,,13144.0,4,XIRECS
142000,ASH_COATED_OSMIUM,,SUBMISSION,10012.0,6,XIRECS
142000,INTARIAN_PEPPER_ROOT,,,13145.0,6,XIRECS
142700,ASH_COATED_OSMIUM,,SUBMISSION,10011.0,8,XIRECS
144500,INTARIAN_PEPPER_ROOT,SUBMISSION,,13140.0,5,XIRECS
145800,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,7,XIRECS
146700,INTARIAN_PEPPER_ROOT,SUBMISSION,,13142.0,2,XIRECS
146900,INTARIAN_PEPPER_ROOT,,SUBMISSION,13153.0,4,XIRECS
147700,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,2,XIRECS
148300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13144.0,4,XIRECS
149000,ASH_COATED_OSMIUM,,SUBMISSION,10012.0,5,XIRECS
149900,ASH_COATED_OSMIUM,,SUBMISSION,10006.0,9,XIRECS
150600,INTARIAN_PEPPER_ROOT,,,13144.0,5,XIRECS
153400,INTARIAN_PEPPER_ROOT,,SUBMISSION,13159.0,6,XIRECS
153700,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,5,XIRECS
153700,INTARIAN_PEPPER_ROOT,,SUBMISSION,13160.0,5,XIRECS
153800,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,2,XIRECS
154200,ASH_COATED_OSMIUM,,,10000.0,5,XIRECS
154500,INTARIAN_PEPPER_ROOT,SUBMISSION,,13157.0,5,XIRECS
155000,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
155100,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
158200,ASH_COATED_OSMIUM,,SUBMISSION,10011.0,3,XIRECS
158700,ASH_COATED_OSMIUM,,SUBMISSION,10012.0,6,XIRECS
158900,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,1,XIRECS
160500,INTARIAN_PEPPER_ROOT,,SUBMISSION,13167.0,3,XIRECS
164000,INTARIAN_PEPPER_ROOT,SUBMISSION,,13160.0,5,XIRECS
164200,INTARIAN_PEPPER_ROOT,SUBMISSION,,13158.0,4,XIRECS
165100,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,2,XIRECS
165500,INTARIAN_PEPPER_ROOT,,,13161.0,4,XIRECS
167900,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,2,XIRECS
168000,INTARIAN_PEPPER_ROOT,,SUBMISSION,13177.0,6,XIRECS
168200,ASH_COATED_OSMIUM,,,10017.0,6,XIRECS
168700,INTARIAN_PEPPER_ROOT,,SUBMISSION,13175.0,7,XIRECS
169400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13176.0,8,XIRECS
170400,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,2,XIRECS
171300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13162.0,5,XIRECS
174700,ASH_COATED_OSMIUM,,SUBMISSION,10008.0,2,XIRECS
174700,ASH_COATED_OSMIUM,,,10008.0,2,XIRECS
175400,ASH_COATED_OSMIUM,,,10002.0,6,XIRECS
175800,ASH_COATED_OSMIUM,,,10002.0,10,XIRECS
179200,INTARIAN_PEPPER_ROOT,,,13175.0,4,XIRECS
179600,INTARIAN_PEPPER_ROOT,,SUBMISSION,13186.0,7,XIRECS
179800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13170.0,6,XIRECS
181000,ASH_COATED_OSMIUM,,,10017.0,2,XIRECS
181000,ASH_COATED_OSMIUM,,,10017.0,10,XIRECS
181600,ASH_COATED_OSMIUM,,,10018.0,10,XIRECS
183400,INTARIAN_PEPPER_ROOT,,SUBMISSION,13189.0,5,XIRECS
184700,ASH_COATED_OSMIUM,,,10007.0,5,XIRECS
185800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13180.0,4,XIRECS
188800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13184.0,2,XIRECS
190100,ASH_COATED_OSMIUM,,,10003.0,7,XIRECS
190400,ASH_COATED_OSMIUM,,,10019.0,9,XIRECS
191400,INTARIAN_PEPPER_ROOT,,SUBMISSION,13201.0,5,XIRECS
192600,INTARIAN_PEPPER_ROOT,SUBMISSION,,13188.0,3,XIRECS
193100,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
194400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13190.0,2,XIRECS
194400,INTARIAN_PEPPER_ROOT,,,13190.0,3,XIRECS
194600,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,2,XIRECS
195400,ASH_COATED_OSMIUM,,SUBMISSION,10014.0,6,XIRECS
197200,ASH_COATED_OSMIUM,,SUBMISSION,10006.0,1,XIRECS
197400,INTARIAN_PEPPER_ROOT,,SUBMISSION,13203.0,3,XIRECS
198200,ASH_COATED_OSMIUM,,,10013.0,4,XIRECS
198600,ASH_COATED_OSMIUM,,,10013.0,6,XIRECS
200200,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,8,XIRECS
201800,INTARIAN_PEPPER_ROOT,,SUBMISSION,13208.0,5,XIRECS
202900,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,2,XIRECS
203800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13198.0,3,XIRECS
204600,ASH_COATED_OSMIUM,,SUBMISSION,10009.0,4,XIRECS
204900,ASH_COATED_OSMIUM,SUBMISSION,,9995.0,4,XIRECS
205200,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,4,XIRECS
206800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13202.0,5,XIRECS
207600,INTARIAN_PEPPER_ROOT,,,13211.0,4,XIRECS
210400,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,4,XIRECS
211300,ASH_COATED_OSMIUM,,SUBMISSION,10011.0,10,XIRECS
211300,INTARIAN_PEPPER_ROOT,,,13204.0,3,XIRECS
212500,INTARIAN_PEPPER_ROOT,,,13205.0,5,XIRECS
213400,ASH_COATED_OSMIUM,,,10005.0,4,XIRECS
213400,INTARIAN_PEPPER_ROOT,,,13206.0,7,XIRECS
214000,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,10,XIRECS
214100,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,5,XIRECS
214100,INTARIAN_PEPPER_ROOT,,,13207.0,3,XIRECS
214300,ASH_COATED_OSMIUM,,SUBMISSION,10012.0,2,XIRECS
215600,ASH_COATED_OSMIUM,,,9997.0,9,XIRECS
216200,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,3,XIRECS
216300,INTARIAN_PEPPER_ROOT,,,13209.0,7,XIRECS
216900,ASH_COATED_OSMIUM,,,10002.0,2,XIRECS
217100,INTARIAN_PEPPER_ROOT,,,13221.0,4,XIRECS
217300,INTARIAN_PEPPER_ROOT,,,13210.0,6,XIRECS
217900,ASH_COATED_OSMIUM,,,10013.0,2,XIRECS
219700,INTARIAN_PEPPER_ROOT,,SUBMISSION,13226.0,3,XIRECS
220300,ASH_COATED_OSMIUM,,,10003.0,5,XIRECS
221800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13217.0,3,XIRECS
225400,ASH_COATED_OSMIUM,,,10007.0,3,XIRECS
225600,ASH_COATED_OSMIUM,,,10006.0,5,XIRECS
225800,ASH_COATED_OSMIUM,,,10006.0,6,XIRECS
226100,ASH_COATED_OSMIUM,,,10007.0,3,XIRECS
231200,ASH_COATED_OSMIUM,SUBMISSION,,9991.0,3,XIRECS
231700,INTARIAN_PEPPER_ROOT,,,13225.0,7,XIRECS
231900,INTARIAN_PEPPER_ROOT,,SUBMISSION,13238.0,3,XIRECS
232700,ASH_COATED_OSMIUM,SUBMISSION,,9997.0,2,XIRECS
234200,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,5,XIRECS
234700,ASH_COATED_OSMIUM,,,10004.0,7,XIRECS
236500,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,9,XIRECS
236900,INTARIAN_PEPPER_ROOT,SUBMISSION,,13231.0,3,XIRECS
236900,INTARIAN_PEPPER_ROOT,,,13231.0,3,XIRECS
238400,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,2,XIRECS
238500,INTARIAN_PEPPER_ROOT,,SUBMISSION,13245.0,6,XIRECS
238800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13233.0,4,XIRECS
239400,INTARIAN_PEPPER_ROOT,SUBMISSION,,13235.0,2,XIRECS
239400,INTARIAN_PEPPER_ROOT,,,13235.0,4,XIRECS
239600,ASH_COATED_OSMIUM,SUBMISSION,,9989.0,5,XIRECS
240200,INTARIAN_PEPPER_ROOT,,,13244.0,3,XIRECS
240400,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,4,XIRECS
241000,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,4,XIRECS
242200,INTARIAN_PEPPER_ROOT,,,13235.0,4,XIRECS
243100,INTARIAN_PEPPER_ROOT,,SUBMISSION,13253.0,7,XIRECS
243300,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,5,XIRECS
243900,ASH_COATED_OSMIUM,SUBMISSION,,9995.0,9,XIRECS
247000,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,4,XIRECS
247100,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,9,XIRECS
247600,INTARIAN_PEPPER_ROOT,,SUBMISSION,13254.0,3,XIRECS
248300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13244.0,5,XIRECS
249300,ASH_COATED_OSMIUM,SUBMISSION,,9981.0,5,XIRECS
251200,INTARIAN_PEPPER_ROOT,SUBMISSION,,13247.0,5,XIRECS
251200,INTARIAN_PEPPER_ROOT,,,13247.0,3,XIRECS
252700,INTARIAN_PEPPER_ROOT,,,13246.0,5,XIRECS
253200,ASH_COATED_OSMIUM,SUBMISSION,,9990.0,5,XIRECS
254500,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,2,XIRECS
254600,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,5,XIRECS
256400,INTARIAN_PEPPER_ROOT,,,13249.0,6,XIRECS
256800,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,5,XIRECS
257800,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,2,XIRECS
258900,ASH_COATED_OSMIUM,,SUBMISSION,10006.0,2,XIRECS
259000,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
259700,ASH_COATED_OSMIUM,SUBMISSION,,10000.0,5,XIRECS
261200,ASH_COATED_OSMIUM,SUBMISSION,,9991.0,3,XIRECS
262300,INTARIAN_PEPPER_ROOT,,SUBMISSION,13268.0,5,XIRECS
264400,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,3,XIRECS
268600,ASH_COATED_OSMIUM,,SUBMISSION,10004.0,2,XIRECS
269200,ASH_COATED_OSMIUM,SUBMISSION,,9987.0,6,XIRECS
269300,INTARIAN_PEPPER_ROOT,SUBMISSION,,13265.0,5,XIRECS
270600,ASH_COATED_OSMIUM,SUBMISSION,,9990.0,3,XIRECS
271100,INTARIAN_PEPPER_ROOT,,,13264.0,6,XIRECS
272400,INTARIAN_PEPPER_ROOT,,,13265.0,5,XIRECS
272500,ASH_COATED_OSMIUM,SUBMISSION,,9999.0,5,XIRECS
273700,ASH_COATED_OSMIUM,,SUBMISSION,10004.0,3,XIRECS
275300,INTARIAN_PEPPER_ROOT,,,13279.0,8,XIRECS
275500,INTARIAN_PEPPER_ROOT,,,13268.0,4,XIRECS
276900,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,8,XIRECS
278100,INTARIAN_PEPPER_ROOT,,,13271.0,4,XIRECS
278900,INTARIAN_PEPPER_ROOT,,,13272.0,7,XIRECS
280000,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,7,XIRECS
280300,ASH_COATED_OSMIUM,,SUBMISSION,10004.0,8,XIRECS
282000,INTARIAN_PEPPER_ROOT,,,13275.0,7,XIRECS
283600,ASH_COATED_OSMIUM,SUBMISSION,,9994.0,4,XIRECS
285200,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,6,XIRECS
285300,ASH_COATED_OSMIUM,SUBMISSION,,9989.0,10,XIRECS
286600,ASH_COATED_OSMIUM,SUBMISSION,,9997.0,2,XIRECS
287000,ASH_COATED_OSMIUM,,,9997.0,4,XIRECS
288300,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,6,XIRECS
288300,INTARIAN_PEPPER_ROOT,,,13281.0,6,XIRECS
288700,INTARIAN_PEPPER_ROOT,,SUBMISSION,13295.0,7,XIRECS
291500,INTARIAN_PEPPER_ROOT,SUBMISSION,,13285.0,4,XIRECS
294800,INTARIAN_PEPPER_ROOT,SUBMISSION,,13285.0,3,XIRECS
295700,ASH_COATED_OSMIUM,,SUBMISSION,10002.0,7,XIRECS
296700,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,6,XIRECS
297200,INTARIAN_PEPPER_ROOT,,,13290.0,7,XIRECS
298600,ASH_COATED_OSMIUM,SUBMISSION,,9989.0,6,XIRECS
298600,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,6,XIRECS
298700,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,6,XIRECS
300700,ASH_COATED_OSMIUM,,SUBMISSION,10005.0,6,XIRECS
300800,INTARIAN_PEPPER_ROOT,,SUBMISSION,13307.0,3,XIRECS
300900,ASH_COATED_OSMIUM,SUBMISSION,,9998.0,2,XIRECS
303500,ASH_COATED_OSMIUM,SUBMISSION,,9997.0,2,XIRECS
303500,ASH_COATED_OSMIUM,SUBMISSION,,9989.0,8,XIRECS
303800,ASH_COATED_OSMIUM,SUBMISSION,,9997.0,2,XIRECS
304800,ASH_COATED_OSMIUM,,SUBMISSION,10003.0,5,XIRECS
305000,ASH_COATED_OSMIUM,SUBMISSION,,9981.0,5,XIRECS
305800,INTARIAN_PEPPER_ROOT,,SUBMISSION,13312.0,6,XIRECS
307100,ASH_COATED_OSMIUM,SUBMISSION,,9996.0,8,XIRECS
308200,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,6,XIRECS
308400,ASH_COATED_OSMIUM,,SUBMISSION,10006.0,4,XIRECS
308600,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,5,XIRECS
309100,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,3,XIRECS
310800,ASH_COATED_OSMIUM,SUBMISSION,,9992.0,4,XIRECS
313000,INTARIAN_PEPPER_ROOT,,,13316.0,5,XIRECS
313400,ASH_COATED_OSMIUM,SUBMISSION,,9993.0,5,XIRECS
314500,INTARIAN_PEPPER_ROOT,SUBMISSION,,13310.0,4,XIRECS
