timestamp,product,side,size,price,mid_at_fill,edge_at_fill,mid_plus_10,mid_plus_50,mid_plus_200,realized_pnl_fifo,adverse_N4_M20,adverse_N2_M10,adverse_N6_M50,inv_before,inv_after
115300,ASH_COATED_OSMIUM,SELL,5,10009.0,10002.0,7.0,10001.0,9998.5,10001.5,0.0,0,0,0,-75,-80
115900,ASH_COATED_OSMIUM,BUY,5,9994.0,10001.0,7.0,10001.0,10000.0,10004.0,100.0,0,0,0,-80,-75
116000,ASH_COATED_OSMIUM,BUY,2,9994.0,10001.0,7.0,10001.0,10001.5,10011.0,22.0,0,0,0,-75,-73
116400,ASH_COATED_OSMIUM,BUY,7,9998.0,9998.0,0.0,10001.0,10000.0,10003.0,145.0,1,1,1,-73,-66
116500,ASH_COATED_OSMIUM,BUY,8,9998.0,9995.5,-2.5,10001.0,9989.0,10004.5,73.0,1,1,1,-66,-58
119900,INTARIAN_PEPPER_ROOT,BUY,4,13114.0,13120.0,6.0,13121.0,13126.5,13140.0,0.0,0,0,0,76,80
122800,ASH_COATED_OSMIUM,SELL,3,10009.0,10003.5,5.5,10000.0,9998.0,10004.0,0.0,0,0,0,-58,-61
123100,ASH_COATED_OSMIUM,SELL,2,10007.0,10000.0,7.0,9999.0,10000.0,10004.0,0.0,0,0,0,-61,-63
123700,ASH_COATED_OSMIUM,BUY,6,9993.0,10001.0,8.0,9999.0,9999.0,9997.0,90.0,1,0,0,-63,-57
124300,ASH_COATED_OSMIUM,BUY,2,9992.0,10000.5,8.5,9999.5,9998.0,10000.5,32.0,0,0,0,-57,-55
124500,ASH_COATED_OSMIUM,BUY,3,10000.0,9995.0,-5.0,9989.0,9999.5,10005.0,24.0,1,1,1,-55,-52
125200,ASH_COATED_OSMIUM,SELL,4,10009.0,10001.0,8.0,9992.0,9999.0,10006.0,0.0,0,0,0,-52,-56
128900,ASH_COATED_OSMIUM,BUY,3,9991.0,9999.0,8.0,10007.0,10002.0,10013.0,51.0,0,0,0,-56,-53
130700,INTARIAN_PEPPER_ROOT,SELL,7,13140.0,13132.5,7.5,13132.0,13137.5,13156.0,868.0,0,0,0,80,73
131300,INTARIAN_PEPPER_ROOT,BUY,5,13127.0,13124.0,-3.0,13132.0,13136.0,13151.0,0.0,0,0,0,73,78
134000,INTARIAN_PEPPER_ROOT,BUY,2,13130.0,13128.5,-1.5,13142.0,13146.0,13154.0,0.0,0,1,0,78,80
134300,ASH_COATED_OSMIUM,SELL,3,10011.0,10002.5,8.5,10001.5,10005.0,10008.0,0.0,0,0,0,-53,-56
136900,ASH_COATED_OSMIUM,BUY,6,9996.0,10000.0,4.0,10004.0,10005.0,10006.0,68.0,0,0,0,-56,-50
138500,INTARIAN_PEPPER_ROOT,SELL,7,13145.0,13138.5,6.5,13139.5,13143.5,13158.5,897.0,0,0,0,80,73
142000,ASH_COATED_OSMIUM,SELL,6,10012.0,10005.0,7.0,10012.0,10004.5,10006.5,0.0,0,0,0,-50,-56
142700,ASH_COATED_OSMIUM,SELL,8,10011.0,10003.0,8.0,9997.0,10007.5,10006.0,0.0,0,0,0,-56,-64
144500,INTARIAN_PEPPER_ROOT,BUY,5,13140.0,13137.0,-3.0,13144.0,13148.0,13166.0,0.0,0,0,0,73,78
145800,ASH_COATED_OSMIUM,BUY,7,9999.0,10006.0,7.0,10006.0,10004.0,10007.0,45.0,1,0,0,-64,-57
146700,INTARIAN_PEPPER_ROOT,BUY,2,13142.0,13141.0,-1.0,13148.0,13153.5,13168.5,0.0,0,0,0,78,80
146900,INTARIAN_PEPPER_ROOT,SELL,4,13153.0,13145.5,7.5,13146.5,13152.0,13168.5,540.0,0,0,0,80,76
147700,ASH_COATED_OSMIUM,SELL,2,10002.0,10007.5,-5.5,10005.0,10006.0,10007.0,0.0,1,1,1,-57,-59
148300,INTARIAN_PEPPER_ROOT,BUY,4,13144.0,13141.0,-3.0,13149.0,13153.0,13168.0,0.0,0,0,0,76,80
149000,ASH_COATED_OSMIUM,SELL,5,10012.0,10005.0,7.0,9999.0,10007.0,10007.0,0.0,0,0,0,-59,-64
149900,ASH_COATED_OSMIUM,SELL,9,10006.0,10009.0,-3.0,10005.0,10006.0,10007.0,0.0,1,1,1,-64,-73
153400,INTARIAN_PEPPER_ROOT,SELL,6,13159.0,13155.0,4.0,13154.0,13156.5,13173.0,840.0,0,1,0,80,74
153700,ASH_COATED_OSMIUM,SELL,5,10005.0,10011.5,-6.5,10008.0,10005.0,10008.0,0.0,1,1,0,-73,-78
153700,INTARIAN_PEPPER_ROOT,SELL,5,13160.0,13154.0,6.0,13155.0,13159.0,13174.0,700.0,0,0,0,74,69
153800,ASH_COATED_OSMIUM,SELL,2,10005.0,10010.0,-5.0,10009.0,10005.0,10016.0,0.0,1,1,0,-78,-80
154500,INTARIAN_PEPPER_ROOT,BUY,5,13157.0,13152.0,-5.0,13157.0,13159.5,13173.0,0.0,0,1,0,69,74
155000,ASH_COATED_OSMIUM,BUY,5,10000.0,10007.0,7.0,10007.0,10004.0,10010.0,41.0,0,0,0,-80,-75
155100,ASH_COATED_OSMIUM,BUY,5,10000.0,10007.0,7.0,10008.0,10003.5,10010.0,15.0,0,0,0,-75,-70
158200,ASH_COATED_OSMIUM,SELL,3,10011.0,10002.5,8.5,10007.0,10005.0,10011.5,0.0,0,1,0,-70,-73
158700,ASH_COATED_OSMIUM,SELL,6,10012.0,10005.0,7.0,10002.5,10011.5,10010.0,0.0,0,1,0,-73,-79
158900,ASH_COATED_OSMIUM,SELL,1,10003.0,10009.5,-6.5,10005.0,10007.0,10010.0,0.0,1,1,1,-79,-80
160500,INTARIAN_PEPPER_ROOT,SELL,3,13167.0,13159.0,8.0,13161.5,13158.0,13180.5,456.0,0,0,0,74,71
164000,INTARIAN_PEPPER_ROOT,BUY,5,13160.0,13158.5,-1.5,13165.0,13170.5,13184.0,0.0,0,0,0,71,76
164200,INTARIAN_PEPPER_ROOT,BUY,4,13158.0,13164.0,6.0,13165.0,13169.0,13184.0,0.0,0,0,0,76,80
165100,ASH_COATED_OSMIUM,BUY,2,10000.0,10008.5,8.5,10008.5,10007.0,10009.0,8.0,0,0,0,-80,-78
167900,ASH_COATED_OSMIUM,SELL,2,10009.0,10012.0,-3.0,10007.0,10008.0,10009.0,0.0,1,1,1,-78,-80
168000,INTARIAN_PEPPER_ROOT,SELL,6,13177.0,13169.5,7.5,13170.5,13171.5,13188.0,959.0,0,0,0,80,74
168700,INTARIAN_PEPPER_ROOT,SELL,7,13175.0,13167.0,8.0,13170.0,13174.0,13189.0,1038.0,0,0,0,74,67
169400,INTARIAN_PEPPER_ROOT,BUY,8,13176.0,13169.0,-7.0,13177.0,13174.0,13189.0,0.0,1,1,1,67,75
170400,ASH_COATED_OSMIUM,BUY,2,10000.0,10007.0,7.0,9999.0,10010.0,10009.5,10.0,0,0,0,-80,-78
171300,INTARIAN_PEPPER_ROOT,BUY,5,13162.0,13171.5,9.5,13172.0,13176.0,13191.0,0.0,0,0,0,75,80
174700,ASH_COATED_OSMIUM,SELL,2,10008.0,10013.0,-5.0,10010.0,10010.0,10010.0,0.0,0,1,1,-78,-80
179600,INTARIAN_PEPPER_ROOT,SELL,7,13186.0,13178.0,8.0,13181.0,13178.0,13201.0,848.0,0,0,0,80,73
179800,INTARIAN_PEPPER_ROOT,BUY,6,13170.0,13178.0,8.0,13179.0,13185.0,13201.5,0.0,0,0,0,73,79
183400,INTARIAN_PEPPER_ROOT,SELL,5,13189.0,13183.0,6.0,13184.0,13188.0,13207.0,563.0,0,0,0,79,74
185800,INTARIAN_PEPPER_ROOT,BUY,4,13180.0,13179.0,-1.0,13187.0,13191.0,13206.0,0.0,0,0,0,74,78
188800,INTARIAN_PEPPER_ROOT,BUY,2,13184.0,13183.0,-1.0,13190.0,13192.0,13209.0,0.0,0,1,0,78,80
191400,INTARIAN_PEPPER_ROOT,SELL,5,13201.0,13193.0,8.0,13192.0,13196.0,13219.0,639.0,0,0,0,80,75
192600,INTARIAN_PEPPER_ROOT,BUY,3,13188.0,13187.0,-1.0,13192.0,13199.5,13212.5,0.0,0,1,0,75,78
193100,ASH_COATED_OSMIUM,BUY,5,10000.0,10007.0,7.0,10006.0,10013.0,9993.0,16.0,0,0,0,-80,-75
194400,INTARIAN_PEPPER_ROOT,BUY,2,13190.0,13187.0,-3.0,13195.0,13201.0,13214.5,0.0,0,1,0,78,80
194600,ASH_COATED_OSMIUM,BUY,2,9999.0,10006.0,7.0,10004.5,10004.0,10005.0,6.0,0,0,0,-75,-73
195400,ASH_COATED_OSMIUM,SELL,6,10014.0,10005.5,8.5,9999.0,10003.0,10005.0,0.0,0,0,0,-73,-79
197200,ASH_COATED_OSMIUM,SELL,1,10006.0,10009.5,-3.5,10005.0,10001.0,10005.0,0.0,1,1,1,-79,-80
197400,INTARIAN_PEPPER_ROOT,SELL,3,13203.0,13197.0,6.0,13198.0,13202.5,13217.5,367.0,0,0,0,80,77
200200,ASH_COATED_OSMIUM,BUY,8,10000.0,9997.5,-2.5,10003.0,10001.0,10000.0,40.0,1,1,1,-80,-72
201800,INTARIAN_PEPPER_ROOT,SELL,5,13208.0,13202.0,6.0,13203.0,13201.0,13216.0,614.0,0,0,1,77,72
202900,ASH_COATED_OSMIUM,BUY,2,9994.0,10001.0,7.0,10001.5,10001.0,9999.0,30.0,0,0,0,-72,-70
203800,INTARIAN_PEPPER_ROOT,BUY,3,13198.0,13204.0,6.0,13205.0,13209.0,13224.0,0.0,1,1,0,72,75
204600,ASH_COATED_OSMIUM,SELL,4,10009.0,10002.0,7.0,10001.0,10001.0,10002.0,0.0,0,0,0,-70,-74
204900,ASH_COATED_OSMIUM,BUY,4,9995.0,10002.0,7.0,10001.0,10003.0,10001.0,54.0,0,0,0,-74,-70
205200,ASH_COATED_OSMIUM,BUY,4,9994.0,10001.0,7.0,10001.0,10004.0,10000.5,58.0,0,0,0,-70,-66
206800,INTARIAN_PEPPER_ROOT,BUY,5,13202.0,13201.0,-1.0,13208.0,13210.0,13227.0,0.0,0,0,0,75,80
210400,ASH_COATED_OSMIUM,SELL,4,10002.0,10008.5,-6.5,10004.0,10005.0,9998.0,0.0,0,1,0,-66,-70
211300,ASH_COATED_OSMIUM,SELL,10,10011.0,10004.0,7.0,10005.0,10005.0,9998.0,0.0,0,0,0,-70,-80
214000,ASH_COATED_OSMIUM,BUY,10,9998.0,10006.0,8.0,9996.0,10004.0,9996.0,134.0,0,1,0,-80,-70
214100,ASH_COATED_OSMIUM,SELL,5,10002.0,10007.5,-5.5,10005.0,10003.0,9994.5,0.0,0,1,1,-70,-75
214300,ASH_COATED_OSMIUM,SELL,2,10012.0,10003.5,8.5,10005.0,10003.0,9996.0,0.0,0,0,0,-75,-77
216200,ASH_COATED_OSMIUM,SELL,3,10002.0,10007.5,-5.5,10005.0,10001.0,9995.5,0.0,1,1,1,-77,-80
219700,INTARIAN_PEPPER_ROOT,SELL,3,13226.0,13227.0,-1.0,13222.5,13225.0,13240.0,380.0,0,0,0,80,77
221800,INTARIAN_PEPPER_ROOT,BUY,3,13217.0,13216.0,-1.0,13223.0,13227.0,13242.0,0.0,0,0,0,77,80
231200,ASH_COATED_OSMIUM,BUY,3,9991.0,9998.0,7.0,9996.0,9995.5,9998.5,60.0,1,0,1,-80,-77
