sub,timestamp,product,side,size,price,mid_at_fill,edge_at_fill,mid_plus_10,mid_plus_50,mid_plus_200,adverse_N2_M10,adverse_N4_M50,realized_pnl_fifo,inv_before,inv_after
297226,49400,ASH_COATED_OSMIUM,SELL,9,10004.0,10007.0,-3.0,10002.5,10003.0,10008.5,0,0,0.0,-39,-48
297226,50900,ASH_COATED_OSMIUM,BUY,5,9996.0,10003.0,7.0,10004.5,10004.0,10007.0,0,0,40.0,-48,-43
297226,57000,INTARIAN_PEPPER_ROOT,SELL,4,13063.0,13057.0,6.0,13056.5,13062.0,13077.0,0,1,212.0,80,76
297226,59200,ASH_COATED_OSMIUM,SELL,5,10004.0,10009.0,-5.0,10006.0,10005.0,9999.0,0,0,0.0,-43,-48
297226,59500,ASH_COATED_OSMIUM,SELL,2,10016.0,10008.0,8.0,10007.5,10005.0,10007.0,0,0,0.0,-48,-50
297226,61700,INTARIAN_PEPPER_ROOT,SELL,6,13068.0,13062.0,6.0,13063.0,13067.0,13082.0,0,1,354.0,76,70
297226,63700,ASH_COATED_OSMIUM,BUY,2,9981.0,10014.0,33.0,10006.0,10007.0,10007.0,1,1,42.0,-50,-48
297226,64300,INTARIAN_PEPPER_ROOT,BUY,3,13060.0,13060.0,0.0,13065.0,13069.0,13086.0,0,0,0.0,70,73
297226,64900,ASH_COATED_OSMIUM,SELL,4,10021.0,9995.0,26.0,10006.0,10006.0,10004.0,1,1,0.0,-48,-52
297226,65300,ASH_COATED_OSMIUM,BUY,2,9998.0,10005.0,7.0,10006.5,10006.0,10004.0,0,0,8.0,-52,-50
297226,68000,ASH_COATED_OSMIUM,SELL,3,10015.0,10008.0,7.0,10007.0,10007.0,10002.0,0,0,0.0,-50,-53
297226,70000,INTARIAN_PEPPER_ROOT,BUY,6,13066.0,13064.5,-1.5,13071.0,13075.0,13090.0,0,0,0.0,73,79
297226,71500,INTARIAN_PEPPER_ROOT,BUY,1,13067.0,13064.0,-3.0,13071.0,13078.0,13091.5,0,0,0.0,79,80
297226,74600,ASH_COATED_OSMIUM,SELL,5,10004.0,10009.0,-5.0,10005.0,10005.5,10001.0,0,0,0.0,-53,-58
297226,76300,ASH_COATED_OSMIUM,BUY,6,9998.0,10005.0,7.0,10005.0,10007.0,10004.0,0,0,54.0,-58,-52
297226,76500,ASH_COATED_OSMIUM,SELL,5,10003.0,10008.5,-5.5,10007.0,10007.0,9999.5,0,0,0.0,-52,-57
297226,76500,ASH_COATED_OSMIUM,SELL,8,10013.0,10008.5,4.5,10007.0,10007.0,9999.5,0,0,0.0,-57,-65
297226,79000,ASH_COATED_OSMIUM,SELL,5,10004.0,10009.5,-5.5,10007.0,10006.0,10002.5,0,0,0.0,-65,-70
297226,80300,ASH_COATED_OSMIUM,SELL,4,10009.0,10012.0,-3.0,10007.0,10004.0,nan,0,0,0.0,-70,-74
297226,83600,ASH_COATED_OSMIUM,SELL,2,10005.0,10010.5,-5.5,10003.0,10002.0,nan,0,0,0.0,-74,-76
297226,83700,ASH_COATED_OSMIUM,SELL,2,10014.0,10007.0,7.0,10004.0,10003.0,nan,0,0,0.0,-76,-78
297226,84400,ASH_COATED_OSMIUM,SELL,2,10002.0,10002.0,0.0,9996.0,10002.0,nan,0,0,0.0,-78,-80
297226,84600,INTARIAN_PEPPER_ROOT,SELL,6,13091.0,13085.0,6.0,13084.0,13079.0,nan,0,0,504.0,80,74
297226,85500,ASH_COATED_OSMIUM,BUY,7,9997.0,10004.0,7.0,10003.0,10001.0,nan,0,0,78.0,-80,-73
297226,85900,ASH_COATED_OSMIUM,BUY,5,9996.0,10003.0,7.0,10002.0,10001.0,nan,0,0,53.0,-73,-68
297226,87400,INTARIAN_PEPPER_ROOT,BUY,3,13081.0,13087.0,6.0,13095.0,13094.0,nan,0,0,0.0,74,77
297226,87800,ASH_COATED_OSMIUM,SELL,5,10003.0,10006.0,-3.0,10003.0,10001.0,nan,0,0,0.0,-68,-73
297226,87900,ASH_COATED_OSMIUM,BUY,5,9994.0,10002.5,8.5,10003.0,10000.0,nan,0,0,47.0,-73,-68
297226,88300,ASH_COATED_OSMIUM,SELL,2,10009.0,10000.5,8.5,9999.0,10001.0,nan,0,0,0.0,-68,-70
297226,89700,ASH_COATED_OSMIUM,SELL,9,10004.0,10007.0,-3.0,10001.0,10001.0,nan,0,0,0.0,-70,-79
297226,90200,ASH_COATED_OSMIUM,SELL,1,10009.0,10002.0,7.0,10001.0,10002.0,nan,0,0,0.0,-79,-80
297226,90800,ASH_COATED_OSMIUM,BUY,6,9994.0,10001.0,7.0,10001.0,10002.0,nan,0,0,60.0,-80,-74
297226,91700,INTARIAN_PEPPER_ROOT,BUY,3,13087.0,13086.0,-1.0,13086.0,13095.0,nan,0,0,0.0,77,80
297226,92500,INTARIAN_PEPPER_ROOT,SELL,7,13102.0,13094.0,8.0,13095.0,13097.5,nan,0,0,644.0,80,73
297226,93000,ASH_COATED_OSMIUM,SELL,6,10003.0,10006.0,-3.0,10003.0,10002.0,nan,0,0,0.0,-74,-80
297226,95100,INTARIAN_PEPPER_ROOT,BUY,7,13091.0,13089.5,-1.5,13096.0,nan,nan,0,0,0.0,73,80
297226,97200,INTARIAN_PEPPER_ROOT,SELL,7,13103.0,13102.5,0.5,13098.0,nan,nan,0,0,651.0,80,73
297226,97400,INTARIAN_PEPPER_ROOT,BUY,5,13093.0,13091.5,-1.5,13098.0,nan,nan,0,0,0.0,73,78
297226,98700,ASH_COATED_OSMIUM,BUY,4,9999.0,9996.0,-3.0,10001.0,nan,nan,0,0,20.0,-80,-76
